lat,lon,power_potential,mean_wind_speed,nearest_turbine_km
26.642857142857142,-105.96938775510205,606.3591576324329,8.758104069050823,464.2983913197975
29.642857142857142,-96.68367346938776,604.7406624752019,8.703227775531875,448.7420515155942
31.57142857142857,-99.33673469387755,602.7221114033206,8.64379003269142,454.4204259874034
29.428571428571427,-96.41836734693878,602.5355428374033,8.839530912903971,417.9991344990906
26.428571428571427,-105.1734693877551,600.0710723420095,8.69903746833606,478.5122372231973
30.928571428571427,-99.60204081632654,598.7344451465357,8.653891468831407,489.6755286450521
27.714285714285715,-101.98979591836735,598.3567332415167,9.03027182196882,216.79201547336336
27.928571428571427,-105.1734693877551,598.3386184467283,9.10963916734097,458.2896579937667
29.642857142857142,-100.66326530612245,598.2088209348948,8.860601421025097,361.13561690064154
27.928571428571427,-104.64285714285714,598.117656872358,9.03969997925632,455.6708993580765
29.857142857142858,-94.8265306122449,598.117656872358,9.145451675470213,448.03664465191497
30.5,-98.8061224489796,597.9162604388941,8.595968794445476,480.34656330648716
26.857142857142858,-95.35714285714286,597.517063383655,9.096801828190461,115.91494392044072
26.642857142857142,-104.11224489795919,596.24702801275,9.486491863226943,373.3109478540241
32.0,-106.5,596.210738494612,8.623282928070891,54.83700031407546
26.214285714285715,-98.27551020408163,595.3805572989514,8.641364270942985,210.79416645888054
26.428571428571427,-100.92857142857143,595.3805572989514,9.18042578521375,55.15896111287043
30.07142857142857,-98.54081632653062,595.1894533024688,8.480917363401565,445.5912558699581
26.642857142857142,-100.66326530612245,595.0416407117588,9.298117685173974,39.676180612339074
35.42857142857143,-100.39795918367346,594.9602672793341,8.674023104041641,261.929737797111
29.428571428571427,-101.1938775510204,594.4850296903323,9.17807912510807,345.7614279958266
31.785714285714285,-100.66326530612245,594.4850296903323,9.659512304570237,352.74668462181734
30.07142857142857,-97.21428571428571,594.3632762966524,9.410029690587635,511.9052316725559
30.928571428571427,-95.09183673469387,594.3119669577477,9.089757744515948,360.2226228793617
29.428571428571427,-95.09183673469387,594.240791067411,8.525769093085328,399.3544391349446
33.92857142857143,-101.45918367346938,593.6934485886255,8.757743538890235,142.99855801763647
26.0,-93.76530612244898,593.3620062270702,9.200932889834277,141.5746540474778
26.214285714285715,-95.09183673469387,593.3620062270702,10.216655161713094,43.711766895438366
26.428571428571427,-102.25510204081633,593.3620062270702,9.247633570581348,187.40670969744292
27.071428571428573,-100.66326530612245,593.3620062270702,8.889425279863454,80.27856030011226
28.357142857142858,-95.88775510204081,593.3620062270702,9.314886396033092,289.54590948082597
31.357142857142858,-103.58163265306122,593.3620062270702,8.781191397930584,233.2572650892734
30.5,-103.84693877551021,593.1604892098783,8.485838570592787,258.9576073609959
27.285714285714285,-94.8265306122449,592.4096886608862,8.323987693630551,165.28514858864295
27.5,-105.1734693877551,591.8830516008263,8.343351494576527,491.76582478042457
26.857142857142858,-102.5204081632653,591.4389874910994,8.407991970050286,219.51965482130225
28.142857142857142,-101.1938775510204,591.3989553051554,8.994692246361982,209.98640199989572
29.857142857142858,-103.05102040816327,591.3155122979532,9.027832879910278,363.58375349142096
26.0,-101.98979591836735,591.0540223121158,8.397818493516771,167.00120048546268
32.64285714285714,-93.76530612244898,590.8052101227493,8.852848389283206,132.8034628696524
26.428571428571427,-94.03061224489795,590.1009582480492,8.951718331688426,131.67909981647244
27.714285714285715,-102.78571428571429,590.1009582480492,10.795129820461863,280.17319520801243
29.0,-94.03061224489795,589.9284740011552,8.486338843420492,369.23443980633203
32.0,-105.70408163265306,589.7288683621234,8.657865886155005,20.421486921389814
28.785714285714285,-94.29591836734694,589.7093342531653,8.808865131341877,339.1266446473473
30.928571428571427,-101.1938775510204,589.3217691845726,8.433773749731209,410.80492770499524
28.57142857142857,-101.1938775510204,588.6393753904658,8.562116635714764,254.42660403707697
29.642857142857142,-102.25510204081633,588.0611880839059,8.378692330088466,404.62737237649776
27.714285714285715,-101.45918367346938,587.9105640395721,8.332889146136004,181.45616925090556
26.214285714285715,-97.74489795918367,586.4878936486331,8.553509929410506,261.80690345236854
26.428571428571427,-100.13265306122449,586.3569100616874,9.215008743297863,24.67903309792394
26.642857142857142,-95.62244897959184,586.3546509414716,8.536332005941887,101.45081937860083
32.64285714285714,-106.23469387755102,584.7726219509101,8.332282422720597,76.03509207878449
36.5,-100.66326530612245,584.4809115128185,8.832614887373092,304.98672800986014
35.64285714285714,-102.78571428571429,584.2952342131787,8.981458262016206,146.46111492486864
26.642857142857142,-105.1734693877551,581.882639978644,8.271868692053864,478.84765363840893
28.142857142857142,-93.5,581.5433895894121,8.315241445884071,305.37778364410025
30.714285714285715,-105.43877551020408,580.4894438144216,8.466418158041431,150.9311628588541
32.0,-99.60204081632654,580.388434014355,8.394575474545569,403.95752033364164
27.5,-96.68367346938776,580.3735025101395,8.453983687343953,239.33177004447012
26.428571428571427,-96.68367346938776,580.1544378992248,9.156046625819016,165.9265859042271
27.5,-99.86734693877551,577.9418440357888,8.691052211423782,132.58649771398427
36.5,-97.4795918367347,577.8853032738247,8.267761092931744,405.16138108181195
32.214285714285715,-106.23469387755102,577.7208824614186,8.740974828031117,37.26987927471305
27.285714285714285,-100.39795918367346,577.1002149073333,8.184438911662586,98.82401827926294
28.785714285714285,-96.68367346938776,575.4718316910662,8.388037809640746,360.8238179482428
28.142857142857142,-103.05102040816327,575.2910589783487,8.623648442196966,328.09446826415757
36.07142857142857,-104.37755102040816,575.2531224060729,8.253111651588332,91.4379090790172
30.285714285714285,-100.13265306122449,574.8462465966677,8.419950897732187,431.9638274738397
28.785714285714285,-100.39795918367346,574.732069839539,8.575995620301226,265.0402619450451
34.357142857142854,-99.86734693877551,574.7015921174997,8.25172227419902,282.0858766508038
32.857142857142854,-95.88775510204081,574.308338266936,8.570047732868984,293.4784575217141
27.714285714285715,-94.8265306122449,572.2621063558692,8.202198654760194,211.98768211604926
26.0,-99.33673469387755,572.1142242411324,8.209111701340484,112.76809105221072
